,id,client_type,client_category,region,role_type,priority,num_skills,num_mcqs,num_must_have_skills,num_nice_have_skills,n_devs_must_have_mcq,n_devs_nice_have_mcq,n_devs_must_have_self,n_devs_nice_have_self,job_value,customer_weekly_hour_engagement,is_deleted,dc_date_bin
1092,119,new,2.Gold,,,p0,3,4,1,2,4251.0,35.0,15643.0,317.0,23.4,,0,1.0
1093,189,new,2.Gold,1.Bay Area,Fullstack (BE-heavy),p0,2,3,2,0,1410.0,No Nice have skill,10025.0,No Nice have skill,23.4,,0,1.0
1098,353,new,5.Unknown,2.Rest of US,Fullstack (BE-heavy),,2,3,2,0,94.0,No Nice have skill,82.0,No Nice have skill,,,0,1.0
1099,230,existing,2.Gold,2.Rest of US,Mobile,p0,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,11.7,,0,1.0
1102,708,new,4.Bronze,,Mobile,,1,1,1,0,1442.0,No Nice have skill,4615.0,No Nice have skill,3.9,,0,1.0
1104,589,existing,2.Gold,2.Rest of US,Full Stack,p0,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,11.7,,0,1.0
1105,656,existing,1.Platinum,1.Bay Area,Mobile,p0,1,1,1,0,0.0,No Nice have skill,1088.0,No Nice have skill,11.7,,0,1.0
1107,333,new,5.Unknown,2.Rest of US,Fullstack (FE-heavy),,2,3,2,0,1410.0,No Nice have skill,10025.0,No Nice have skill,,,0,0.0
1108,362,existing,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,2,3,2,0,2921.0,No Nice have skill,10631.0,No Nice have skill,11.7,,0,1.0
1111,400,existing,1.Platinum,2.Rest of US,Fullstack (FE-heavy),,2,3,2,0,49.0,No Nice have skill,1692.0,No Nice have skill,11.7,,0,1.0
1117,255,new,2.Gold,1.Bay Area,Fullstack (BE-heavy),,1,2,1,0,9808.0,No Nice have skill,360.0,No Nice have skill,23.4,,0,1.0
1121,445,existing,3.Silver,,Mobile,,2,3,1,1,284.0,873.0,2554.0,1501.0,6.5,,0,1.0
1123,790,existing,4.Bronze,2.Rest of US,Full Stack,,2,3,2,0,1410.0,No Nice have skill,10025.0,No Nice have skill,3.9,,0,1.0
1127,283,new,1.Platinum,1.Bay Area,Mobile,,4,3,2,2,19.0,0,442.0,5.0,56.6,40,0,1.0
1128,248,existing,4.Bronze,1.Bay Area,Fullstack (BE-heavy),,1,1,1,0,5048.0,No Nice have skill,15171.0,No Nice have skill,5.85,,0,1.0
1134,562,new,2.Gold,1.Bay Area,Full Stack,,5,4,3,2,106.0,0,441.0,152.0,22.2,,0,1.0
1135,786,existing,1.Platinum,2.Rest of US,Mobile,p0,2,2,2,0,284.0,No Nice have skill,2078.0,No Nice have skill,11.7,,0,1.0
1137,905,existing,1.Platinum,1.Bay Area,Mobile,,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,11.7,,0,1.0
1142,306,new,5.Unknown,2.Rest of US,Mobile,,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,,,0,0.0
1143,906,existing,1.Platinum,1.Bay Area,Mobile,,1,1,1,0,873.0,No Nice have skill,1877.0,No Nice have skill,11.7,,0,1.0
1145,167,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p0,1,1,1,0,1864.0,No Nice have skill,485.0,No Nice have skill,13.0,,0,1.0
1147,507,new,5.Unknown,,Fullstack (BE-heavy),,4,6,4,0,1.0,No Nice have skill,652.0,No Nice have skill,,,0,0.0
1148,555,new,5.Unknown,4.Others,Other,p1,3,4,3,0,1.0,No Nice have skill,509.0,No Nice have skill,,,0,0.0
1149,958,existing,1.Platinum,2.Rest of US,Mobile,,1,2,1,0,284.0,No Nice have skill,7078.0,No Nice have skill,11.7,,0,1.0
1151,797,existing,1.Platinum,2.Rest of US,Mobile,,1,2,1,0,284.0,No Nice have skill,7078.0,No Nice have skill,11.7,,0,1.0
1154,317,new,5.Unknown,1.Bay Area,Fullstack (FE-heavy),p0,2,3,2,0,131.0,No Nice have skill,241.0,No Nice have skill,,40,0,0.0
1157,224,existing,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,2,3,2,0,1410.0,No Nice have skill,10025.0,No Nice have skill,3.9,,0,1.0
1158,357,existing,4.Bronze,2.Rest of US,Mobile,,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,3.9,40,0,1.0
1159,1079,existing,2.Gold,2.Rest of US,Fullstack (BE-heavy),,2,3,2,0,1410.0,No Nice have skill,10025.0,No Nice have skill,11.7,,0,1.0
1161,250,existing,1.Platinum,2.Rest of US,DevOps,,1,1,1,0,1656.0,No Nice have skill,549.0,No Nice have skill,11.7,,0,1.0
1163,401,existing,2.Gold,1.Bay Area,Fullstack (BE-heavy),,3,4,3,0,199.0,No Nice have skill,3046.0,No Nice have skill,11.7,40,0,1.0
1171,150,new,4.Bronze,3.Top 30 GDP,,p0,2,4,2,0,579.0,No Nice have skill,1081.0,No Nice have skill,1.5,40,0,1.0
1172,631,existing,1.Platinum,2.Rest of US,Web Backend,p0,2,3,2,0,2921.0,No Nice have skill,4939.0,No Nice have skill,11.7,,0,1.0
1173,416,existing,4.Bronze,2.Rest of US,Fullstack (FE-heavy),,2,3,2,0,1410.0,No Nice have skill,10025.0,No Nice have skill,3.9,,0,1.0
1175,670,existing,1.Platinum,2.Rest of US,Web Frontend,,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,11.7,,0,1.0
1179,418,new,4.Bronze,,Mobile,p0,2,3,2,0,19.0,No Nice have skill,246.0,No Nice have skill,7.4,40,0,1.0
1180,483,new,4.Bronze,,Fullstack (BE-heavy),,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,3.9,,0,1.0
1181,637,existing,3.Silver,2.Rest of US,DevOps,p0,12,7,8,4,0.0,0,0.0,9.0,6.5,,0,1.0
1182,716,existing,3.Silver,2.Rest of US,DevOps,,1,2,1,0,0.0,No Nice have skill,5340.0,No Nice have skill,6.5,,0,1.0
1183,923,existing,1.Platinum,2.Rest of US,Backend Systems,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1.0
1184,976,existing,2.Gold,2.Rest of US,Full Stack,,2,3,2,0,1410.0,No Nice have skill,10025.0,No Nice have skill,11.7,,0,1.0
1187,325,existing,3.Silver,2.Rest of US,Fullstack (BE-heavy),,3,4,3,0,8.0,No Nice have skill,165.0,No Nice have skill,6.5,40,0,1.0
1189,3812,existing,2.Gold,2.Rest of US,,,1,0,1,0,0.0,No Nice have skill,164.0,No Nice have skill,11.7,,0,1.0
1191,4751,existing,2.Gold,2.Rest of US,,,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,11.7,,0,1.0
1192,8481,existing,2.Gold,2.Rest of US,,,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,23.4,,0,0.0
1193,1614,existing,3.Silver,,,,1,2,1,0,284.0,No Nice have skill,2371.0,No Nice have skill,13.0,,0,1.0
1194,1888,existing,2.Gold,2.Rest of US,,,1,1,1,0,1864.0,No Nice have skill,485.0,No Nice have skill,22.2,,0,1.0
1195,3128,existing,1.Platinum,2.Rest of US,Mobile,,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,11.7,,0,1.0
1197,1919,existing,1.Platinum,2.Rest of US,,,2,4,2,0,439.0,No Nice have skill,7364.0,No Nice have skill,11.7,,0,1.0
1198,1603,existing,1.Platinum,2.Rest of US,,,2,3,1,1,9808.0,821.0,17893.0,4228.0,11.7,,0,1.0
1199,2769,existing,1.Platinum,2.Rest of US,,,1,0,1,0,0.0,No Nice have skill,171.0,No Nice have skill,11.7,,0,1.0
1200,7168,existing,1.Platinum,2.Rest of US,,,2,4,2,0,105.0,No Nice have skill,12001.0,No Nice have skill,11.7,,0,0.0
1202,5562,existing,1.Platinum,2.Rest of US,,,2,3,2,0,1479.0,No Nice have skill,6563.0,No Nice have skill,11.7,,0,1.0
1204,1145,existing,1.Platinum,2.Rest of US,,,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,11.7,,0,1.0
1205,1923,existing,1.Platinum,2.Rest of US,,,2,4,2,0,439.0,No Nice have skill,7364.0,No Nice have skill,11.7,,0,1.0
1206,1922,existing,1.Platinum,2.Rest of US,,,2,4,2,0,439.0,No Nice have skill,7364.0,No Nice have skill,11.7,,0,1.0
1207,2770,existing,1.Platinum,2.Rest of US,,,2,1,2,0,0.0,No Nice have skill,131.0,No Nice have skill,11.7,,0,1.0
1209,9352,existing,1.Platinum,2.Rest of US,,,1,0,1,0,0.0,No Nice have skill,365.0,No Nice have skill,11.7,,0,0.0
1210,1995,existing,1.Platinum,2.Rest of US,,,2,3,2,0,1410.0,No Nice have skill,10025.0,No Nice have skill,11.7,,0,1.0
1212,4290,existing,1.Platinum,2.Rest of US,,,2,4,2,0,439.0,No Nice have skill,7364.0,No Nice have skill,11.7,,0,1.0
1213,1499,existing,1.Platinum,2.Rest of US,,,1,1,1,0,296.0,No Nice have skill,756.0,No Nice have skill,11.7,,0,1.0
1214,1920,existing,1.Platinum,2.Rest of US,,,2,4,2,0,439.0,No Nice have skill,7364.0,No Nice have skill,11.7,,0,1.0
1215,1571,existing,1.Platinum,2.Rest of US,,,3,5,2,1,1479.0,9808.0,6563.0,17893.0,11.7,,0,1.0
1216,1921,existing,1.Platinum,2.Rest of US,,,2,4,2,0,439.0,No Nice have skill,7364.0,No Nice have skill,11.7,,0,1.0
1217,1803,existing,1.Platinum,2.Rest of US,,,2,3,2,0,50.0,No Nice have skill,6864.0,No Nice have skill,11.7,,0,1.0
1219,1987,existing,1.Platinum,2.Rest of US,,,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,11.7,,0,1.0
1220,2001,existing,1.Platinum,2.Rest of US,,,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,11.7,,0,1.0
1223,3580,existing,1.Platinum,1.Bay Area,,,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,11.7,,0,1.0
1224,4391,existing,1.Platinum,1.Bay Area,Mobile,,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,11.7,,0,1.0
1225,5935,existing,1.Platinum,1.Bay Area,Mobile,,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,11.7,,0,1.0
1226,3819,existing,1.Platinum,1.Bay Area,Mobile,,2,2,2,0,0.0,No Nice have skill,61.0,No Nice have skill,11.7,,0,1.0
1227,6549,existing,1.Platinum,1.Bay Area,Mobile,,1,0,1,0,0.0,No Nice have skill,183.0,No Nice have skill,11.7,,0,1.0
1228,1335,existing,1.Platinum,1.Bay Area,,,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,11.7,,0,1.0
1229,3753,existing,1.Platinum,1.Bay Area,,,2,2,2,0,0.0,No Nice have skill,61.0,No Nice have skill,11.7,,0,1.0
1230,4720,existing,1.Platinum,1.Bay Area,Mobile,,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,11.7,,0,0.0
1231,1559,existing,1.Platinum,1.Bay Area,,,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,11.7,,0,1.0
1232,1556,existing,1.Platinum,1.Bay Area,,,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,11.7,,0,1.0
1233,3466,existing,1.Platinum,1.Bay Area,,,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,11.7,,0,1.0
1234,3531,existing,1.Platinum,1.Bay Area,,,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,11.7,,0,1.0
1235,4161,existing,1.Platinum,1.Bay Area,Mobile,,2,1,2,0,0.0,No Nice have skill,10.0,No Nice have skill,11.7,,0,1.0
1236,6353,existing,1.Platinum,1.Bay Area,Mobile,,2,2,2,0,0.0,No Nice have skill,184.0,No Nice have skill,11.7,,0,1.0
1237,3566,existing,1.Platinum,1.Bay Area,,,2,2,2,0,0.0,No Nice have skill,61.0,No Nice have skill,11.7,,0,1.0
1238,6028,existing,1.Platinum,1.Bay Area,Mobile,,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,11.7,,0,1.0
1239,1334,existing,1.Platinum,1.Bay Area,,,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,11.7,,0,1.0
1240,5825,existing,1.Platinum,1.Bay Area,Mobile,,1,2,1,0,284.0,No Nice have skill,7078.0,No Nice have skill,11.7,,0,1.0
1241,4123,existing,1.Platinum,1.Bay Area,Mobile,,2,2,2,0,0.0,No Nice have skill,61.0,No Nice have skill,11.7,,0,1.0
1242,4592,existing,1.Platinum,1.Bay Area,Mobile,,1,1,1,0,873.0,No Nice have skill,1070.0,No Nice have skill,11.7,,0,1.0
1243,5824,existing,1.Platinum,1.Bay Area,Mobile,,1,2,1,0,284.0,No Nice have skill,7078.0,No Nice have skill,11.7,,0,1.0
1244,4149,existing,1.Platinum,1.Bay Area,Mobile,,2,2,2,0,0.0,No Nice have skill,10.0,No Nice have skill,11.7,,0,1.0
1246,3848,existing,1.Platinum,1.Bay Area,Mobile,,2,2,2,0,0.0,No Nice have skill,61.0,No Nice have skill,11.7,,0,1.0
1247,4807,existing,1.Platinum,1.Bay Area,Mobile,,2,2,2,0,0.0,No Nice have skill,10.0,No Nice have skill,11.7,,0,1.0
1248,2773,existing,1.Platinum,1.Bay Area,,,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,11.7,,0,1.0
1249,3579,existing,1.Platinum,1.Bay Area,,,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,11.7,,0,1.0
1250,3585,existing,1.Platinum,1.Bay Area,,,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,11.7,,0,1.0
1251,1560,existing,1.Platinum,1.Bay Area,,,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,11.7,,0,1.0
1252,4315,existing,1.Platinum,1.Bay Area,Mobile,,1,1,1,0,873.0,No Nice have skill,1070.0,No Nice have skill,11.7,,0,1.0
1253,4806,existing,1.Platinum,1.Bay Area,Mobile,,2,2,2,0,0.0,No Nice have skill,10.0,No Nice have skill,11.7,,0,1.0
1254,3464,existing,1.Platinum,1.Bay Area,,,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,11.7,,0,1.0
1255,6667,existing,1.Platinum,1.Bay Area,Mobile,,1,1,1,0,873.0,No Nice have skill,1070.0,No Nice have skill,11.7,,0,1.0
1256,3467,existing,1.Platinum,1.Bay Area,,,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,11.7,,0,1.0
1257,4034,existing,1.Platinum,1.Bay Area,Mobile,,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,11.7,,0,1.0
1258,4314,existing,1.Platinum,1.Bay Area,Mobile,,1,1,1,0,873.0,No Nice have skill,1070.0,No Nice have skill,11.7,,0,1.0
1259,3797,existing,1.Platinum,1.Bay Area,Mobile,,2,2,2,0,0.0,No Nice have skill,61.0,No Nice have skill,11.7,,0,1.0
1260,5613,existing,1.Platinum,1.Bay Area,Mobile,,1,1,1,0,873.0,No Nice have skill,1070.0,No Nice have skill,11.7,,0,1.0
1261,1332,existing,1.Platinum,1.Bay Area,,,1,1,1,0,873.0,No Nice have skill,1877.0,No Nice have skill,11.7,,0,1.0
1262,4571,existing,1.Platinum,1.Bay Area,Mobile,,1,0,1,0,0.0,No Nice have skill,260.0,No Nice have skill,11.7,,0,1.0
1263,6102,existing,1.Platinum,1.Bay Area,Mobile,,1,1,1,0,873.0,No Nice have skill,1070.0,No Nice have skill,11.7,,0,1.0
1264,3564,existing,1.Platinum,1.Bay Area,,,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,11.7,,0,1.0
1265,1558,existing,1.Platinum,1.Bay Area,,,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,11.7,,0,1.0
1266,5615,existing,1.Platinum,1.Bay Area,Mobile,,1,1,1,0,873.0,No Nice have skill,1070.0,No Nice have skill,11.7,,0,1.0
1267,3964,existing,1.Platinum,1.Bay Area,Mobile,,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,11.7,,0,1.0
1268,6548,existing,1.Platinum,1.Bay Area,Mobile,,1,0,1,0,0.0,No Nice have skill,183.0,No Nice have skill,11.7,,0,1.0
1269,1557,existing,1.Platinum,1.Bay Area,,,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,11.7,,0,1.0
1270,3987,existing,1.Platinum,1.Bay Area,Mobile,,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,11.7,,0,1.0
1271,1333,existing,1.Platinum,1.Bay Area,,,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,11.7,,0,1.0
1273,3603,existing,1.Platinum,1.Bay Area,Mobile,,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,11.7,,0,1.0
1274,3463,existing,1.Platinum,1.Bay Area,,,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,11.7,,0,1.0
1275,2774,existing,1.Platinum,1.Bay Area,,,1,2,1,0,284.0,No Nice have skill,7078.0,No Nice have skill,11.7,,0,1.0
1276,3390,existing,1.Platinum,1.Bay Area,,,1,1,1,0,873.0,No Nice have skill,1070.0,No Nice have skill,11.7,,0,1.0
1277,1561,existing,1.Platinum,1.Bay Area,,,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,11.7,,0,1.0
1279,429,new,4.Bronze,2.Rest of US,Web Frontend,p0,2,3,2,0,574.0,No Nice have skill,5797.0,No Nice have skill,7.4,40,0,1.0
1287,5801,existing,4.Bronze,2.Rest of US,,p0,3,5,3,0,9.0,No Nice have skill,3862.0,No Nice have skill,3.9,40,0,0.0
1288,6525,existing,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p0,3,5,3,0,23.0,No Nice have skill,1623.0,No Nice have skill,3.9,40,0,0.0
1289,4487,existing,2.Gold,2.Rest of US,,p0,2,3,2,0,205.0,No Nice have skill,645.0,No Nice have skill,7.4,40,0,0.0
1290,4521,existing,2.Gold,2.Rest of US,QA,p0,3,0,3,0,0.0,No Nice have skill,49.0,No Nice have skill,7.4,40,0,0.0
1291,7992,existing,2.Gold,2.Rest of US,Full Stack,p0,2,2,2,0,0.0,No Nice have skill,201.0,No Nice have skill,23.4,40,0,0.0
1292,6541,existing,4.Bronze,2.Rest of US,,,3,4,3,0,142.0,No Nice have skill,3231.0,No Nice have skill,7.4,,0,1.0
1293,4921,existing,2.Gold,2.Rest of US,Full Stack,p0,3,3,3,0,18.0,No Nice have skill,373.0,No Nice have skill,11.7,40,0,1.0
1294,5094,existing,2.Gold,2.Rest of US,Full Stack,,3,3,3,0,18.0,No Nice have skill,373.0,No Nice have skill,11.7,40,0,1.0
1295,2548,existing,2.Gold,2.Rest of US,Web Frontend,p1,4,5,2,2,1479.0,23.0,6563.0,230.0,6.5,40,0,1.0
1296,4723,existing,2.Gold,2.Rest of US,Full Stack,p0,3,3,3,0,18.0,No Nice have skill,373.0,No Nice have skill,11.7,40,0,1.0
1297,4847,existing,2.Gold,2.Rest of US,Full Stack,p0,3,3,3,0,18.0,No Nice have skill,373.0,No Nice have skill,11.7,40,0,1.0
1298,5233,existing,2.Gold,2.Rest of US,Full Stack,,3,3,3,0,18.0,No Nice have skill,373.0,No Nice have skill,11.7,40,0,1.0
1299,2047,new,2.Gold,2.Rest of US,Fullstack (BE-heavy),p1,3,4,1,2,645.0,1479.0,1558.0,6563.0,6.5,40,0,0.0
1300,4523,existing,2.Gold,2.Rest of US,Full Stack,,5,6,4,1,22.0,645.0,3031.0,1443.0,11.7,40,0,0.0
1301,4848,existing,2.Gold,2.Rest of US,Full Stack,p0,3,3,3,0,18.0,No Nice have skill,373.0,No Nice have skill,11.7,40,0,1.0
1302,5522,existing,2.Gold,2.Rest of US,Full Stack,,3,3,3,0,18.0,No Nice have skill,373.0,No Nice have skill,11.7,40,0,1.0
1303,2046,new,2.Gold,2.Rest of US,Fullstack (FE-heavy),p1,6,8,2,4,1479.0,0,6563.0,33.0,13.0,40,0,1.0
1304,5108,existing,2.Gold,2.Rest of US,Full Stack,,3,3,3,0,18.0,No Nice have skill,373.0,No Nice have skill,11.7,40,0,1.0
1305,4505,existing,2.Gold,2.Rest of US,Full Stack,p0,5,6,3,2,719.0,121.0,5264.0,1208.0,6.5,40,0,1.0
1306,4700,existing,2.Gold,2.Rest of US,Full Stack,p0,2,3,2,0,79.0,No Nice have skill,1024.0,No Nice have skill,11.7,40,0,1.0
1307,5378,existing,2.Gold,1.Bay Area,Full Stack,p0,3,5,3,0,143.0,No Nice have skill,2718.0,No Nice have skill,22.2,40,0,0.0
1308,1109,new,2.Gold,1.Bay Area,,,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,22.2,,0,1.0
1309,5809,existing,2.Gold,1.Bay Area,Full Stack,p0,2,2,2,0,0.0,No Nice have skill,195.0,No Nice have skill,22.2,40,0,1.0
1310,5807,existing,2.Gold,1.Bay Area,Full Stack,p0,3,3,3,0,0.0,No Nice have skill,290.0,No Nice have skill,22.2,40,0,1.0
1311,2526,new,4.Bronze,4.Others,Fullstack (FE-heavy),,5,6,3,2,13.0,0,1880.0,811.0,0.5,40,0,1.0
1312,6114,new,4.Bronze,2.Rest of US,Mobile,p0,3,3,3,0,0.0,No Nice have skill,64.0,No Nice have skill,7.4,40,0,0.0
1313,3677,existing,3.Silver,4.Others,Fullstack (FE-heavy),p1,3,5,3,0,16.0,No Nice have skill,5236.0,No Nice have skill,0.9,40,0,1.0
1314,4435,new,4.Bronze,4.Others,Full Stack,p0,3,2,3,0,0.0,No Nice have skill,91.0,No Nice have skill,0.5,40,0,1.0
1315,2649,new,4.Bronze,4.Others,Mobile,p1,5,4,2,3,62.0,0,266.0,105.0,0.5,40,0,0.0
1316,5324,new,4.Bronze,4.Others,Mobile,p1,3,3,3,0,5.0,No Nice have skill,54.0,No Nice have skill,0.5,40,0,0.0
1318,3135,new,3.Silver,2.Rest of US,,,3,4,3,0,142.0,No Nice have skill,3231.0,No Nice have skill,13.0,40,0,0.0
1320,4312,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p0,5,6,5,0,27.0,No Nice have skill,1256.0,No Nice have skill,7.4,40,0,0.0
1322,5281,new,4.Bronze,2.Rest of US,,,3,4,3,0,23.0,No Nice have skill,1571.0,No Nice have skill,7.4,,0,0.0
1323,5294,new,3.Silver,2.Rest of US,Backend Systems,p0,2,1,2,0,0.0,No Nice have skill,794.0,No Nice have skill,13.0,40,0,0.0
1324,5323,new,2.Gold,1.Bay Area,Full Stack,p0,3,3,3,0,153.0,No Nice have skill,872.0,No Nice have skill,22.2,40,0,0.0
1326,5327,new,3.Silver,1.Bay Area,Full Stack,p0,3,3,3,0,0.0,No Nice have skill,115.0,No Nice have skill,14.7,40,0,0.0
1327,5333,new,4.Bronze,2.Rest of US,Backend Systems,p0,3,2,3,0,0.0,No Nice have skill,14.0,No Nice have skill,7.4,40,0,0.0
1328,5381,new,2.Gold,2.Rest of US,Backend Systems,p0,2,3,2,0,1525.0,No Nice have skill,6270.0,No Nice have skill,23.4,40,0,0.0
1329,3870,new,2.Gold,1.Bay Area,Data Engineering,p1,5,3,4,1,0.0,0,2.0,868.0,14.7,40,0,0.0
1330,3868,new,2.Gold,1.Bay Area,Data Engineering,p1,5,3,4,1,0.0,0,2.0,868.0,14.7,40,0,0.0
1331,4247,new,2.Gold,4.Others,Web Backend,p1,8,7,3,5,0.0,0,22.0,2.0,1.6,40,0,1.0
1332,5054,existing,2.Gold,4.Others,Web Backend,p0,3,3,3,0,0.0,No Nice have skill,22.0,No Nice have skill,2.0,40,0,1.0
1333,3939,new,2.Gold,4.Others,Web Backend,p1,7,7,3,4,0.0,5.0,22.0,473.0,1.6,40,0,1.0
1334,4005,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p1,5,2,5,0,0.0,No Nice have skill,0.0,No Nice have skill,13.0,40,0,0.0
1335,4013,new,4.Bronze,2.Rest of US,Mobile,p1,3,3,3,0,15.0,No Nice have skill,5.0,No Nice have skill,7.4,40,0,0.0
1336,4029,new,4.Bronze,2.Rest of US,Full Stack,p1,4,4,4,0,3.0,No Nice have skill,332.0,No Nice have skill,7.4,40,0,0.0
1337,5958,new,4.Bronze,2.Rest of US,Web Frontend,p1,4,5,2,2,1479.0,94.0,6563.0,1675.0,7.4,40,0,0.0
1338,4055,new,4.Bronze,2.Rest of US,Full Stack,p1,2,3,2,0,9.0,No Nice have skill,5614.0,No Nice have skill,7.4,40,0,1.0
1339,4488,existing,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,4,5,4,0,2.0,No Nice have skill,2374.0,No Nice have skill,3.9,40,0,1.0
1341,4083,new,2.Gold,2.Rest of US,Full Stack,p1,6,7,6,0,2.0,No Nice have skill,42.0,No Nice have skill,23.4,40,0,0.0
1342,4088,new,2.Gold,4.Others,Web Backend,p1,3,3,2,1,0.0,9808.0,268.0,17893.0,1.6,40,0,0.0
1343,4114,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,1,0,1,0,0.0,No Nice have skill,6732.0,No Nice have skill,7.4,40,0,0.0
1345,4134,new,4.Bronze,3.Top 30 GDP,Web Frontend,p1,5,7,4,1,7.0,178.0,1649.0,13683.0,1.5,40,0,0.0
1346,4156,new,3.Silver,1.Bay Area,Full Stack,p1,3,4,3,0,16.0,No Nice have skill,410.0,No Nice have skill,14.7,40,0,0.0
1347,4159,new,2.Gold,1.Bay Area,Web Frontend,p1,5,5,5,0,0.0,No Nice have skill,51.0,No Nice have skill,22.2,40,0,1.0
1348,4174,new,4.Bronze,2.Rest of US,Web Frontend,p1,4,4,4,0,43.0,No Nice have skill,3668.0,No Nice have skill,7.4,40,0,0.0
1349,4192,new,4.Bronze,2.Rest of US,Full Stack,p1,2,2,2,0,0.0,No Nice have skill,13.0,No Nice have skill,7.4,40,0,0.0
1350,4195,new,2.Gold,3.Top 30 GDP,Web Backend,p1,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,4.7,40,0,0.0
1351,4198,new,4.Bronze,2.Rest of US,Full Stack,p0,3,4,3,0,26.0,No Nice have skill,66.0,No Nice have skill,7.4,40,0,1.0
1358,4284,new,3.Silver,3.Top 30 GDP,Other,p1,3,4,3,0,57.0,No Nice have skill,1418.0,No Nice have skill,2.6,40,0,0.0
1359,4217,new,2.Gold,2.Rest of US,Web Backend,p1,1,1,1,0,645.0,No Nice have skill,1558.0,No Nice have skill,23.4,40,0,1.0
1361,4443,new,2.Gold,2.Rest of US,Web Backend,p1,1,1,1,0,645.0,No Nice have skill,1558.0,No Nice have skill,23.4,40,0,1.0
1362,4229,new,3.Silver,2.Rest of US,Fullstack (FE-heavy),p1,2,3,2,0,1479.0,No Nice have skill,6563.0,No Nice have skill,23.4,40,0,0.0
1363,4261,new,4.Bronze,2.Rest of US,Web Frontend,p1,5,7,5,0,5.0,No Nice have skill,1912.0,No Nice have skill,7.4,40,0,0.0
1364,4267,new,4.Bronze,2.Rest of US,Other,p1,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,7.4,40,0,0.0
1365,4307,new,2.Gold,2.Rest of US,Backend Systems,p0,3,3,3,0,2.0,No Nice have skill,426.0,No Nice have skill,23.4,40,0,0.0
1366,4320,new,2.Gold,2.Rest of US,Fullstack (BE-heavy),p0,4,2,3,1,403.0,0,133.0,2309.0,23.4,40,0,1.0
1368,4321,new,3.Silver,1.Bay Area,Full Stack,p0,2,0,2,0,0.0,No Nice have skill,13.0,No Nice have skill,14.7,40,0,0.0
1369,4326,new,3.Silver,3.Top 30 GDP,Full Stack,p0,4,4,4,0,0.0,No Nice have skill,187.0,No Nice have skill,2.6,40,0,0.0
