skill_name,External_Sourcing,geo_group,city_ip,n_devs,n_devs_bi,n_accs,n_p2_devs,n_ntes,n_icfs,n_icfs_30,n_icfs_60,n_icfs_90,n_icfs_365,n_dcs,acc_days_median,p2_days_median,nte_days_median,icf_days_median,dc_days_median,hourly_rate_median,min_dev_skill_cost,max_dev_skill_cost,minCost_per_su,maxCost_per_su,su_to_icf_30_perc,su_to_icf_60_perc,su_to_icf_90_perc,su_to_icf_365_perc,rate_geo_median,city_tier,lat,lng
React,N,LATAM,Cartagena,326,286,21,20,6,26,9,10,12,18,0,61.0,53.5,81.0,191.0,,1.910227272727269,1107.6486237179345,1456.854110784752,3.39769516477894,4.468877640444025,0.027607361963190184,0.03067484662576687,0.03680981595092025,0.05521472392638037,2.4460227272726494,2,10.39972,-75.51444
React,N,LATAM,Mendoza,302,276,6,6,2,8,0,2,3,5,0,247.0,134.5,146.5,231.5,,1.1510416666663201,995.4180383610437,1193.6637967893832,3.296086219738555,3.9525291284416664,0.0,0.006622516556291391,0.009933774834437087,0.016556291390728478,2.4460227272726494,2,-32.89084,-68.82717
React,N,LATAM,Bucaramanga,288,270,15,15,4,29,11,15,15,26,2,35.0,35.0,24.5,56.0,50.0,1.95681818181807,1176.8996393731534,1596.3096126495986,4.086457081156783,5.542741710588884,0.03819444444444445,0.052083333333333336,0.052083333333333336,0.09027777777777778,2.4460227272726494,2,7.12539,-73.1198
React,N,LATAM,Caracas,278,236,12,1,0,4,2,2,2,3,0,107.0,243.0,,145.0,,0.116915909082892,1416.9647956032109,1827.4645920688536,5.096995667637449,6.573613640535444,0.007194244604316547,0.007194244604316547,0.007194244604316547,0.01079136690647482,2.4460227272726494,2,10.48801,-66.87919
React,N,LATAM,João Pessoa,262,229,20,19,10,14,6,8,8,14,1,92.0,42.0,134.0,32.5,66.0,2.280431818254792,740.4166413872745,1011.0803245213126,2.826017715218605,3.859085208096613,0.022900763358778626,0.030534351145038167,0.030534351145038167,0.05343511450381679,2.4460227272726494,2,-7.115,-34.86306
React,N,LATAM,Port-au-Prince,235,150,5,4,4,3,1,1,1,1,0,45.5,4.0,60.5,488.0,,0.105355113639735,2424.525795386704,2822.4170444062065,10.31713104419874,12.01028529534556,0.00425531914893617,0.00425531914893617,0.00425531914893617,0.00425531914893617,2.4460227272726494,2,18.59439,-72.30743
React,N,LATAM,Managua,232,193,21,19,11,23,4,9,9,18,0,67.0,67.0,131.0,120.0,,1.316051136363131,974.285765904787,1277.9412039122394,4.199507611658564,5.508367258242411,0.017241379310344827,0.03879310344827586,0.03879310344827586,0.07758620689655173,2.4460227272726494,2,12.13282,-86.2504
React,N,LATAM,Kingston,228,168,10,7,5,11,2,2,3,7,0,46.0,46.0,71.0,294.0,,2.200909090908504,1516.1106922042825,1861.28108431846,6.6496082991415895,8.163513527712544,0.008771929824561403,0.008771929824561403,0.013157894736842105,0.03070175438596491,2.4460227272726494,2,18.05,-76.79
React,N,LATAM,Belém,227,205,8,11,2,16,5,8,8,14,0,205.0,115.0,51.5,72.0,,2.280431818254792,912.337108256385,1141.0482940313627,4.019106203772621,5.026644467098515,0.022026431718061675,0.03524229074889868,0.03524229074889868,0.06167400881057269,2.4460227272726494,2,-1.45583,-48.50444
React,N,ROW,Bengaluru,19719,14971,1059,992,323,1115,287,370,442,931,7,21.0,21.0,68.0,133.0,156.0,2.8475378787827763,13952.007205144624,18268.638925499803,0.7075413157434264,0.9264485483797253,0.01455449059282925,0.018763628987271158,0.022414929763172574,0.047213347532836354,1.9932765151491463,1,12.97194,77.59369
